mode,n,seed,nodes,processes,elapsed_sec,label,c00,c0n,cn0,cnn,checksum
parallel,3000,42,1,2,342.510082588,"nodes=1-tasks=2-run=2",761.944762419156746,749.373135218255243,746.504566928480585,748.433823443028814,6749729449.415625572204590
